"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1928",9427.75,7909.04,6634.86,5566.45,4666.05,3895.96,3237.96,2683.71,2222.56,1841.81,1528.2,1270.21,1057.39,880.776,733.039,609.192,505.976,420.436,349.582,290.813,242.014,201.47,167.771,139.751,116.445,97.0555,80.918,67.4833,56.2953,46.9755,39.2097,32.7369,27.3402,22.8394,19.0848,15.9517,13.3365,11.153,9.32954,7.80622,40.3654
"1929",9440.95,7918.85,6643.21,5572.78,4670.83,3899.56,3238.55,2681.99,2219.5,1837.2,1522.25,1263.01,1049.78,873.89,727.925,605.826,503.472,418.168,347.473,288.915,240.345,200.015,166.507,138.655,115.498,96.2373,80.2123,66.8753,55.7721,46.5257,38.8233,32.4052,27.0557,22.5955,18.8758,15.7728,13.1834,11.0221,9.21753,7.71047,39.8118
"1930",9455.14,7929.94,6651.45,5579.76,4675.46,3900.71,3236.65,2677.02,2213.05,1830.36,1514.84,1255.1,1041.34,865.529,720.509,600.162,499.493,415.104,344.772,286.485,238.206,198.16,164.909,137.282,114.319,95.2262,79.346,66.1336,55.1375,45.9831,38.3596,32.0091,26.7175,22.3069,18.6296,15.5628,13.0044,10.8695,9.0875,7.59969,39.1813
"1931",9473.03,7941.86,6660.77,5586.7,4681.65,3905.96,3239.99,2678.11,2211.39,1827.13,1510.94,1250.43,1036.01,859.564,714.441,594.735,495.397,412.3,342.642,284.588,236.475,196.624,163.569,136.122,113.317,94.3631,78.6032,65.4951,54.5891,45.5125,37.9562,31.6634,26.4215,22.0536,18.413,15.3776,12.8461,10.7343,8.97206,7.50115,38.6147
"1932",9494.72,7956.89,6670.77,5594.55,4687.89,3912.51,3246.39,2682.55,2213.05,1825.72,1507.77,1246.52,1031.43,854.485,708.91,589.2,490.467,408.538,340.008,282.562,234.686,195.009,162.145,134.886,112.252,93.4465,77.8158,64.8195,54.01,45.0164,37.5315,31.3002,26.111,21.7882,18.1863,15.1841,12.681,10.5934,8.85191,7.39872,38.029
"1933",9520.95,7975.1,6683.4,5602.96,4694.7,3918.41,3251.89,2686.04,2213.08,1822.4,1501.66,1239.2,1023.99,847.056,701.61,582.012,483.695,402.621,335.356,279.096,231.938,192.638,160.069,133.092,110.717,92.1382,76.7022,63.8722,53.2046,44.3319,36.9499,30.8062,25.6914,21.4321,17.884,14.9274,12.4632,10.4086,8.69513,7.26571,37.2874
"1934",9565.4,7997.14,6698.7,5613.61,4702.65,3927.51,3261.64,2694.27,2217.46,1822.19,1497.74,1232.63,1016.4,839.481,694.214,574.902,476.845,396.261,329.826,274.714,228.623,189.99,157.795,131.116,109.018,90.6896,75.4711,62.8272,52.3179,43.5799,36.3123,30.2656,25.2333,21.0438,17.5549,14.6487,12.227,10.2085,8.52565,7.12214,36.4932
"1935",9629.41,8034.48,6717.21,5626.27,4706.57,3912.63,3231.56,2659.21,2183.14,1789.47,1466.5,1203.27,989.185,815.098,672.927,556.331,460.636,382.025,317.442,264.21,220.055,183.13,152.182,126.392,105.021,87.3208,72.6397,60.4499,50.3223,41.9046,34.9057,29.0846,24.2415,20.2107,16.8551,14.0607,11.7329,9.79326,8.17656,6.82864,34.9338
"1936",9722.45,8088.24,6748.57,5641.85,4717.78,3918.08,3222.44,2637.11,2155.78,1761.72,1439.52,1177.29,964.71,792.425,652.637,538.631,445.213,368.582,305.655,253.97,211.373,176.044,146.501,121.741,101.109,84.0121,69.852,58.1076,48.3562,40.2546,33.5209,27.9222,23.2657,19.3915,16.1671,13.4829,11.2475,9.38547,7.83389,6.54064,33.4068
"1937",9838.82,8166.39,6793.73,5668.31,4734.08,3940.78,3248.57,2651.68,2156,1753.55,1427.77,1163.78,950.292,777.939,638.619,525.76,433.811,358.514,296.776,246.093,204.47,170.17,141.724,117.938,98.004,81.3939,67.6302,56.2309,46.7764,38.9264,32.4045,26.9839,22.477,18.7285,15.6098,13.0143,10.8535,9.05406,7.55513,6.30613,32.1569
