"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1920",9472.67,8095.04,6918.54,5910.79,5034.3,4272.71,3618.4,3064.44,2597.56,2202.88,1868.71,1585.63,1345.77,1142.47,970.119,823.963,699.994,594.816,505.56,429.796,365.471,310.844,264.441,225.017,191.512,163.033,138.819,118.227,100.712,85.8103,73.1292,62.3354,53.1461,45.3209,38.656,32.9781,28.14,24.0166,20.5015,17.5045,102.816
"1921",9476.6,8097.4,6919.77,5912.03,5040.94,4285.67,3635.18,3078.16,2606.87,2209.7,1873.95,1589.67,1348.87,1144.82,971.879,825.261,700.93,595.471,505.998,430.07,365.619,310.899,264.429,224.955,191.417,162.916,138.689,118.091,100.574,85.6739,72.9971,62.2096,53.0275,45.2104,38.5537,32.884,28.0539,23.9381,20.4304,17.4402,102.355
"1922",9480.3,8100.77,6921.79,5912.53,5038.81,4286.49,3641.51,3088.36,2615.08,2214.68,1877.26,1592.02,1350.52,1145.94,972.591,825.666,701.106,595.479,505.886,429.874,365.369,310.614,264.126,224.647,191.112,162.62,138.406,117.824,100.325,85.4431,72.7848,62.0152,52.8505,45.0499,38.4087,32.7535,27.9368,23.8333,20.3368,17.3568,101.773
"1923",9483.17,8103.93,6924.66,5913.08,5032.59,4274.63,3632.44,3085.25,2616.52,2215.54,1876.32,1590.45,1348.79,1144.18,970.859,823.996,699.518,593.989,504.5,428.595,364.197,309.546,263.158,223.772,190.325,161.913,137.774,117.26,99.8226,84.9968,72.3889,61.6645,52.5403,44.7759,38.167,32.5405,27.7493,23.6685,20.192,17.2297,100.928
"1924",9486.29,8106.38,6927.36,5915.5,5032.89,4269.09,3622.14,3077.35,2613.7,2216.61,1876.91,1589.54,1347.36,1142.64,969.301,822.47,698.054,592.602,503.202,427.391,363.088,308.532,262.234,222.936,189.57,161.235,137.166,116.716,99.3377,84.5654,72.0057,61.3247,52.2395,44.5099,37.9322,32.3335,27.5669,23.508,20.0509,17.1058,100.098
"1925",9488.81,8109.05,6929.46,5916.85,5029.53,4261.16,3609.52,3061.74,2601.15,2209.23,1873.59,1586.46,1343.55,1138.86,965.812,819.302,695.193,590.03,500.896,425.331,361.252,306.9,260.786,221.653,188.436,160.234,136.284,115.94,98.6545,83.9652,71.4789,60.8628,51.8347,44.1554,37.622,32.0622,27.3298,23.3009,19.8702,16.948,99.0668
"1926",9491.69,8111.21,6931.74,5918.66,5030.8,4258.5,3603,3051.23,2588.08,2198.73,1867.45,1583.73,1341.02,1135.7,962.667,816.395,692.55,587.642,498.748,423.404,359.529,305.364,259.42,220.441,187.362,159.284,135.445,115.2,98.003,83.392,70.9752,60.4206,51.4469,43.8155,37.3243,31.8016,27.1019,23.1017,19.6961,16.7961,98.0666
"1927",9494.97,8113.67,6933.58,5920.66,5032.59,4259.96,3601.12,3046.04,2579.47,2187.92,1858.77,1578.71,1338.86,1133.68,960.1,813.823,690.167,585.471,496.783,421.634,357.939,303.94,258.15,219.31,186.357,158.393,134.656,114.503,97.388,82.8501,70.4982,60.0013,51.0786,43.4924,37.0409,31.5533,26.8846,22.9115,19.5298,16.6508,97.1031
"1928",9497.7,8116.47,6935.68,5921.21,5028.5,4252.77,3593.94,3037.17,2568.91,2175.41,1845.2,1567.6,1331.41,1129.13,956.091,809.705,686.341,582.055,493.759,418.964,355.586,301.87,256.329,217.712,184.956,157.165,133.581,113.563,96.5665,82.1326,69.872,59.455,50.6023,43.0773,36.6795,31.2386,26.6106,22.6732,19.3225,16.4706,95.9348
"1929",9501.07,8118.81,6938.08,5923.08,5029.43,4250,3588.54,3031.69,2561.92,2166.91,1834.99,1556.45,1322.3,1123.07,952.442,806.478,682.998,578.939,490.972,416.493,353.403,299.943,254.632,216.218,183.643,156.013,132.571,112.678,95.792,81.4553,69.2801,58.9381,50.1512,42.6839,36.3364,30.9397,26.3503,22.4465,19.1252,16.2989,94.8157
"1930",9504.67,8121.69,6940.07,5924.31,5026.37,4243.76,3579.39,3021.24,2552.29,2156.79,1824.25,1544.82,1310.32,1113.2,945.47,801.826,678.945,574.992,487.388,413.332,350.631,297.517,252.511,214.365,182.026,154.602,131.342,111.607,94.8595,80.6438,68.5743,58.3244,49.6179,42.2205,35.934,30.5903,26.047,22.1833,18.8969,16.1008,93.5433
"1931",9510.77,8124.76,6942.53,5926.41,5029.69,4244.6,3577.44,3016.39,2545.91,2150.73,1817.45,1537.23,1301.76,1104.16,938.05,796.714,675.67,572.122,484.525,410.704,348.3,295.464,250.707,212.782,180.638,153.387,130.278,110.677,94.0471,79.9347,67.9557,57.7851,49.1479,41.8112,35.5777,30.2803,25.7774,21.9489,18.6931,15.9237,92.3932
"1932",9520.94,8129.98,6945.17,5929.53,5035.82,4250.72,3578.58,3013.84,2540.67,2144.27,1811.41,1530.71,1294.7,1096.38,929.954,790.051,671.014,569.068,481.857,408.08,345.906,293.348,248.848,211.152,179.211,152.138,129.187,109.724,93.2152,79.2091,67.3232,57.2341,48.6682,41.3937,35.2145,29.9645,25.5029,21.7104,18.486,15.7438,91.2275
"1933",9537.97,8138.67,6949.63,5931.81,5037.39,4250.89,3575.62,3006.15,2530.65,2133.06,1800.19,1520.73,1285.06,1086.93,920.433,780.716,663.264,563.33,477.744,404.529,342.592,290.396,246.272,208.913,177.267,150.451,127.723,108.455,92.1153,78.256,66.4976,56.5192,48.0492,40.8579,34.7509,29.5633,25.1558,21.4102,18.2263,15.5193,89.8046
